TABELA DE INSUMOS;;;;;;;;;;;
;;;;;;;;;;;
Item;CÓDIGO DA SOLUÇÃO NA PIR/SIAC;Produto (Solução);Quantidade;Descrição do Insumo;Detalhamento;Código RM;;;;;
2081;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;6;Expediente/Giz de Cera - 12 Cores;;01.02.0319;;;;;
2082;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;70;Expediente/Liga de Borracha Elástica - Amarela;;01.02.0307;;;;;
2083;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;70;Expediente/Papel Flip Chart;;01.02.0179;;;;;
2084;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;12;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
2085;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
2086;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;30;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
2087;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
2088;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2089;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2095;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;Expediente/Palito de Madeira - Picolé;;01.02.0084;;;;;
2097;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;100;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
2098;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;30;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
2100;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;5;PINCEL ATOMICO VERMELHO;;;;;;;
2170;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;4;POTE DE PURPURINA COLORIDA;;;;;;;
2210;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;20;RÉPLICAS DE CÉDULAS DE REAIS;;;;;;;
2251;BA00000000766/0000000042;REDES ASSOCIATIVAS NO CAMPO MÓDULO III – PRATICANDO O ASSOCIATIVISMO;1;ROLO DE BARBANTE;;;;;;;
1425;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;8;IMPRESSOES/FRASES EM CARTOLINA AMARELA PAG. 36 E 37 GUIA DO EDUCADOR;PAG. 36 E 37 GUIA DO EDUCADOR;;;;;;
1428;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;8;IMPRESSOES/FRASES EM CARTOLINA ROSA  PAG. 36 E 37 GUIA DO EDUCADOR ;PAG. 36 E 37 GUIA DO EDUCADOR;;;;;;
1823;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;2;PAPEL PARDO;DIVIDIDO EM 1M CADA 30 PASTAS PADRÃO MATRIZ;;;;;;
1916;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;1;PINCEL ATOMICO AZUL;;;;;;;
1961;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;3;PINCEL ATOMICO PRETO;;;;;;;
2006;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;1;PINCEL ATOMICO VERDE;;;;;;;
2101;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;1;PINCEL ATOMICO VERMELHO;;;;;;;
2103;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;8;EXPEDIENTE/PAPEL CARTOLINA- AMARELA;;01.02.0090;;;;;
2104;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;8;EXPEDIENTE/PAPEL CARTOLINA- AZUL;;01.02.0405;;;;;
2105;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;8;EXPEDIENTE/PAPEL CARTOLINA- ROSA;;01.02.0408;;;;;
2108;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;6;Expediente/Cola Bastão - Branca - 20g;;01.02.0034;;;;;
2109;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
2110;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;40;Expediente/Papel Flip Chart;;01.02.0179;;;;;
2111;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;6;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
2112;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
2113;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;NP;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
2114;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
2115;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
2116;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2117;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2118;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2119;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;30;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
2120;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;NP;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
2122;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;2;Expediente/Papel Cartolina - Amarela;15 tarjetas de 11x21 em 2 cartolinas de 60x48;01.02.0090;;;;;
2123;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;2;Expediente/Papel Cartolina - Amarela;15 tarjetas de 11x21 em 2 cartolinas de 60x48;01.02.0405;;;;;
2124;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;1;Expediente/Papel Cartolina - Branca;;01.02.0406;;;;;
2125;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;2;Expediente/Papel Cartolina - Rosa;15 TARJETA 11X21 ROSA;01.02.0408;;;;;
2126;BA00000000764/0000000668;REDES ASSOCIATIVAS NO CAMPO MÓDULO IV – LEGALIZANDO NOSSA ASSOCIAÇÃO;2;Expediente/Papel Cartolina - Verde;15 TARJETA 11X21 VERDE;01.02.0409;;;;;
433;BA00000000500/030000002064 ;Remuneração variável Na Medida;50;Expediente/Papel Flip Chart;;01.02.0179;;;;;
840;BA00000000500/030000002064 ;Remuneração variável Na Medida;NP;Na medida/Bloco;;01.06.0001;;;;;
862;BA00000000500/030000002064 ;Remuneração variável Na Medida;NP;Na medida/Pasta;;01.06.0002;;;;;
884;BA00000000500/030000002064 ;Remuneração variável Na Medida;NP;Na medida/Caneta;;01.06.0005;;;;;
910;BA00000000500/030000002064 ;Remuneração variável Na Medida;NP;Na medida/Certificado;;01.06.0006;;;;;
1154;BA00000000500/030000002064 ;Remuneração variável Na Medida;1;Check Item/Vídeo do Na Medida;;;;;;;
1746;BA00000000500/030000002064 ;Remuneração variável Na Medida;NP;Matriz/Formulário de avaliação;;;;;;;
1790;BA00000000500/030000002064 ;Remuneração variável Na Medida;NP;Na Medida/MP Remuneração Variável;;;;;;;
1894;BA00000000500/030000002064 ;Remuneração variável Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2445;BA00000000500/030000002064 ;Remuneração variável Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2446;BA00000000500/030000002064 ;Remuneração variável Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2447;BA00000000500/030000002064 ;Remuneração variável Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
3059;BA00000000500/030000002064 ;Remuneração variável Na Medida;1;Caixa de Som ;;01.08.0010 ;;;;;
3124;BA00000000500/030000002064 ;Remuneração variável Na Medida;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3187;BA00000000500/030000002064 ;Remuneração variável Na Medida;1;Evento/Computador ;;02.01.0046 ;;;;;
3253;BA00000000500/030000002064 ;Remuneração variável Na Medida;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3319;BA00000000500/030000002064 ;Remuneração variável Na Medida;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3388;BA00000000500/030000002064 ;Remuneração variável Na Medida;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3454;BA00000000500/030000002064 ;Remuneração variável Na Medida;1;Tela de Projeção ;;01.08.0057 ;;;;;
434;BA00000000501/030000002065;Retenção de talentos Na Medida;50;Expediente/Papel Flip Chart;;01.02.0179;;;;;
841;BA00000000501/030000002065;Retenção de talentos Na Medida;NP;Na medida/Bloco;;01.06.0001;;;;;
863;BA00000000501/030000002065;Retenção de talentos Na Medida;NP;Na medida/Pasta;;01.06.0002;;;;;
885;BA00000000501/030000002065;Retenção de talentos Na Medida;NP;Na medida/Caneta;;01.06.0005;;;;;
911;BA00000000501/030000002065;Retenção de talentos Na Medida;NP;Na medida/Certificado;;01.06.0006;;;;;
1155;BA00000000501/030000002065;Retenção de talentos Na Medida;1;Check Item/Vídeo do Na Medida;;;;;;;
1747;BA00000000501/030000002065;Retenção de talentos Na Medida;NP;Matriz/Formulário de avaliação;;;;;;;
1791;BA00000000501/030000002065;Retenção de talentos Na Medida;NP;Na Medida/MP Retenção de Talentos;;;;;;;
1895;BA00000000501/030000002065;Retenção de talentos Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2448;BA00000000501/030000002065;Retenção de talentos Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2449;BA00000000501/030000002065;Retenção de talentos Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2450;BA00000000501/030000002065;Retenção de talentos Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
3058;BA00000000501/030000002065;Retenção de talentos Na Medida;1;Caixa de Som ;;01.08.0010 ;;;;;
3123;BA00000000501/030000002065;Retenção de talentos Na Medida;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3186;BA00000000501/030000002065;Retenção de talentos Na Medida;1;Evento/Computador ;;02.01.0046 ;;;;;
3252;BA00000000501/030000002065;Retenção de talentos Na Medida;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3318;BA00000000501/030000002065;Retenção de talentos Na Medida;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3387;BA00000000501/030000002065;Retenção de talentos Na Medida;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3453;BA00000000501/030000002065;Retenção de talentos Na Medida;1;Tela de Projeção ;;01.08.0057 ;;;;;
320;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;30;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
337;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
435;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;20;Expediente/Papel Flip Chart;;01.02.0179;;;;;
469;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
526;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;20;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
551;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
571;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
642;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;1;Expediente/Papel Cartolina - Azul;;01.02.0405;;;;;
1049;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1142;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1366;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;30;GUIAS DO PARTICIPANTE;;;;;;;
1520;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;30;KIT EDUCAT/MP Sabor e Gestão;;;;;;;
1642;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;NP;Manual do Participante;;;;;;;
1748;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;NP;Matriz/Formulário de avaliação;;;;;;;
1896;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2451;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2452;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2453;BA00000000356/01000000072301;SABOR E GESTAO_BOAS IDEIAS PARA ALIMENTACAO FORA DO LAR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
33;BA00000000446/030000001078;SEI Comprar;NP;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
87;BA00000000446/030000001078;SEI Comprar;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
129;BA00000000446/030000001078;SEI Comprar;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
338;BA00000000446/030000001078;SEI Comprar;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
366;BA00000000446/030000001078;SEI Comprar;5;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
436;BA00000000446/030000001078;SEI Comprar;15;Expediente/Papel Flip Chart;;01.02.0179;;;;;
470;BA00000000446/030000001078;SEI Comprar;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
527;BA00000000446/030000001078;SEI Comprar;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
552;BA00000000446/030000001078;SEI Comprar;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
572;BA00000000446/030000001078;SEI Comprar;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
796;BA00000000446/030000001078;SEI Comprar;5;Expediente/Cola Bastão - Branca - 10g;;01.02.0603;;;;;
914;BA00000000446/030000001078;SEI Comprar;NP;Matriz/Sacola em Lona de Algodão 30 x 38 - Produto Sustentavel;;01.06.0014;;;;;
922;BA00000000446/030000001078;SEI Comprar;NP;SEI/Certificado;;01.06.0028;;;;;
1050;BA00000000446/030000001078;SEI Comprar;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1091;BA00000000446/030000001078;SEI Comprar;NP;Gráfica/Cartão para Crachá - Matriz - Produto Sustentavel;;02.01.0485;;;;;
1143;BA00000000446/030000001078;SEI Comprar;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1769;BA00000000446/030000001078;SEI Comprar;1;Matriz/Lista de Presença;;;;;;;
1803;BA00000000446/030000001078;SEI Comprar;4;SEI/Impresso Orientações para os participantes da dramatização;Anexo Orientações para os participantes da dramatização;;;;;;
2232;BA00000000446/030000001078;SEI Comprar;20;REVISTAS PARA RECORTE;;;;;;;
2297;BA00000000446/030000001078;SEI Comprar;NP;SEI/MP SEI Comprar;;;;;;;
3057;BA00000000446/030000001078;SEI Comprar;1;Caixa de Som ;;01.08.0010 ;;;;;
3122;BA00000000446/030000001078;SEI Comprar;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3185;BA00000000446/030000001078;SEI Comprar;1;Evento/Computador ;;02.01.0046 ;;;;;
3251;BA00000000446/030000001078;SEI Comprar;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3317;BA00000000446/030000001078;SEI Comprar;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3386;BA00000000446/030000001078;SEI Comprar;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3452;BA00000000446/030000001078;SEI Comprar;1;Tela de Projeção ;;01.08.0057 ;;;;;
88;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
164;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
339;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
437;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;15;Expediente/Papel Flip Chart;;01.02.0179;;;;;
471;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
528;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
573;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
915;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;Matriz/Sacola em Lona de Algodão 30 x 38 - Produto Sustentavel;;01.06.0014;;;;;
923;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;SEI/Certificado;;01.06.0028;;;;;
930;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;SEI/Lápis;;01.06.0029;;;;;
931;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;SEI/Caderno Ferramenta;;01.06.0031;;;;;
993;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;1;Check Item/Vídeo “Acesso aos Serviços Financeiros - MEI”; produzido pela UAMSF;;;;;;
1051;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1092;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;Gráfica/Cartão para Crachá - Matriz - Produto Sustentavel;;02.01.0485;;;;;
1144;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1475;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;Impresso/GABARITO do “Controle de Caixa” da empresa “A Caseira” para a atividade 01 do encontro 1;;;;;;;
1476;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;Impresso/GABARITO: Marcenaria do Maneco a atividade 02 do encontro 1;;;;;;;
1770;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;1;Matriz/Lista de Presença;;;;;;;
2298;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;SEI/MP SEI Controlar Meu Dinheiro;;;;;;;
3056;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;1;Caixa de Som ;;01.08.0010 ;;;;;
3121;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3184;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;1;Evento/Computador ;;02.01.0046 ;;;;;
3250;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3316;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3385;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3451;BA00000000445/030000001076;SEI Controlar Meu Dinheiro;1;Tela de Projeção ;;01.08.0057 ;;;;;
6;BA00000000648/031440000099;SEI Crescer;1;Expediente/Balão Colorido - PCT 50;;01.02.0005;;;;;
89;BA00000000648/031440000099;SEI Crescer;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
340;BA00000000648/031440000099;SEI Crescer;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
472;BA00000000648/031440000099;SEI Crescer;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
574;BA00000000648/031440000099;SEI Crescer;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
916;BA00000000648/031440000099;SEI Crescer;NP;Matriz/Sacola em Lona de Algodão 30 x 38 - Produto Sustentavel;;01.06.0014;;;;;
924;BA00000000648/031440000099;SEI Crescer;NP;SEI/Certificado;;01.06.0028;;;;;
932;BA00000000648/031440000099;SEI Crescer;NP;SEI/Pasta;;01.06.0032;;;;;
1052;BA00000000648/031440000099;SEI Crescer;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1093;BA00000000648/031440000099;SEI Crescer;NP;Gráfica/Cartão para Crachá - Matriz - Produto Sustentavel;;02.01.0485;;;;;
1145;BA00000000648/031440000099;SEI Crescer;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1771;BA00000000648/031440000099;SEI Crescer;1;Matriz/Lista de Presença;;;;;;;
2299;BA00000000648/031440000099;SEI Crescer;NP;SEI/MP SEI Crescer;;;;;;;
3055;BA00000000648/031440000099;SEI Crescer;1;Caixa de Som ;;01.08.0010 ;;;;;
3120;BA00000000648/031440000099;SEI Crescer;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3183;BA00000000648/031440000099;SEI Crescer;1;Evento/Computador ;;02.01.0046 ;;;;;
3249;BA00000000648/031440000099;SEI Crescer;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3315;BA00000000648/031440000099;SEI Crescer;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3384;BA00000000648/031440000099;SEI Crescer;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3450;BA00000000648/031440000099;SEI Crescer;1;Tela de Projeção ;;01.08.0057 ;;;;;
34;BA00000000447/030000001082;SEI Empreender;NP;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
